,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
337,552,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,1991-11-21,"Nintendo EAD, St. GIGA",4.1,1700.0,1700.0,"Adventure, Puzzle, RPG",13000.0,360.0,3200.0,911.0
338,554,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,2015-04-13,"NetherRealm Studios, WB Games",3.3,430.0,430.0,Fighting,7100.0,43.0,602.0,138.0
339,560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,2010-05-11,"EA Black Box, Electronic Arts",4.0,318.0,318.0,Sport,4100.0,44.0,313.0,188.0
340,564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
341,564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
342,565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67,2011-04-19,"NetherRealm Studios, WB Games",3.6,468.0,468.0,Fighting,6600.0,19.0,289.0,120.0
343,593,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,2008-10-27,"Media Molecule, Sony Computer Entertainment",3.6,405.0,405.0,Platform,6000.0,21.0,403.0,219.0
344,600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
345,600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
346,609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,1999-02-12,"Sega, Hitmaker",3.6,425.0,425.0,"Arcade, Racing",4800.0,19.0,556.0,227.0
347,616,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,1999-12-17,"Hudson Soft, Nintendo",3.7,348.0,348.0,Card & Board Game,3900.0,11.0,199.0,132.0
348,616,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,1999-12-17,"Hudson Soft, Nintendo",3.7,348.0,348.0,Card & Board Game,3900.0,11.0,199.0,132.0
349,617,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49,2011-11-15,"Volition, THQ",3.4,482.0,482.0,"Adventure, Racing, Shooter",9400.0,74.0,879.0,210.0
350,619,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,2010-06-25,"WB Games, ""Travellers Tales""",3.2,349.0,349.0,"Adventure, Platform, Puzzle",4100.0,53.0,449.0,113.0
351,627,Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,2002-10-21,"Hudson Soft, Nintendo",3.5,231.0,231.0,Card & Board Game,3000.0,7.0,156.0,113.0
352,630,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,1992-12-06,Square Enix,3.8,532.0,532.0,"Adventure, RPG",2300.0,78.0,1200.0,460.0
353,631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,1997-06-20,"Sony Computer Entertainment, Inc. (SCEI), Square",4.2,506.0,506.0,"RPG, Strategy, Tactical, Turn Based Strategy",2100.0,73.0,1600.0,681.0
354,644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
355,644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
356,644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
357,644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2017-09-20,Mojang Studios,4.2,571.0,571.0,"Adventure, Simulator",11000.0,509.0,412.0,85.0
358,656,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,2013-10-16,"WB Games, WB Games Montréal",3.4,642.0,642.0,"Adventure, Brawler",7800.0,125.0,1700.0,632.0
359,662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
360,662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
361,662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
362,667,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,2004-11-16,"Sierra Entertainment, Valve",4.2,1700.0,1700.0,Shooter,15000.0,257.0,3500.0,1000.0
363,672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,1995-03-21,"Nintendo, HAL Laboratory",3.2,414.0,414.0,Platform,2300.0,41.0,480.0,146.0
364,673,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,2010-06-25,"WB Games, ""Travellers Tales""",3.2,349.0,349.0,"Adventure, Platform, Puzzle",4100.0,53.0,449.0,113.0
365,682,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,2015-02-12,"Nintendo, Nintendo EAD Tokyo",4.1,797.0,797.0,"Adventure, RPG",6700.0,191.0,2200.0,813.0
366,686,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,1997-10-21,"DMA Design, Take-Two Interactive",2.5,181.0,181.0,"Adventure, Racing, Shooter",1600.0,4.0,225.0,109.0
367,690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
368,690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
369,690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,2008-11-20,Square Enix,4.4,295.0,295.0,Adventure,2400.0,135.0,1300.0,499.0
370,692,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
371,692,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
372,697,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,2013-03-12,"Sony Computer Entertainment, Inc. (SCEI), SIE Santa Monica Studio",2.9,318.0,318.0,"Adventure, Brawler",2700.0,27.0,625.0,351.0
373,704,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,2008-09-16,"THQ Wireless, Aspyr Media",3.2,417.0,417.0,"Adventure, Brawler, RPG",7400.0,50.0,823.0,350.0
374,705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
375,705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
376,712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26,2007-10-28,"Neversoft Entertainment, Activision",3.9,489.0,489.0,"Music, Simulator",6900.0,21.0,174.0,78.0
377,713,Call of Duty 3,Wii,2009,Shooter,Activision,1.19,0.84,0.0,0.23,2.26,2006-11-07,"Activision, Treyarch",2.8,231.0,231.0,Shooter,2900.0,8.0,239.0,122.0
378,714,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
379,714,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
380,714,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
381,715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
382,715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
383,715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
384,715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2017-09-20,Mojang Studios,4.2,571.0,571.0,"Adventure, Simulator",11000.0,509.0,412.0,85.0
385,718,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,2004-07-22,"Nintendo, Intelligent Systems Co., Ltd.",4.4,1300.0,1300.0,"Adventure, RPG, Turn Based Strategy",6700.0,187.0,2900.0,1500.0
386,718,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,2004-07-22,"Nintendo, Intelligent Systems Co., Ltd.",4.4,1300.0,1300.0,"Adventure, RPG, Turn Based Strategy",6700.0,187.0,2900.0,1500.0
387,722,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,2001-12-20,"Sega, Dimps",3.2,446.0,446.0,Platform,4000.0,26.0,508.0,212.0
388,728,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,2003-11-06,"Ubisoft Entertainment, Ubisoft Montreal",3.6,480.0,480.0,"Adventure, Platform",5500.0,37.0,1100.0,421.0
389,729,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,2009-09-15,"5th Cell, Konami",3.2,151.0,151.0,Puzzle,3200.0,3.0,155.0,80.0
390,731,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22,2010-11-16,"Criterion Games, Electronic Arts",3.3,148.0,148.0,Racing,2000.0,23.0,182.0,54.0
391,732,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
392,732,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
393,735,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,2008-09-14,"MTV Games, Harmonix Music Systems",4.0,180.0,180.0,Music,2000.0,10.0,56.0,29.0
394,738,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,2000-03-21,"Nintendo R&D1, Nintendo",3.8,284.0,284.0,"Adventure, Platform, Puzzle",1200.0,67.0,588.0,174.0
395,740,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2,2008-11-20,"Sega, Sonic Team",3.3,728.0,728.0,"Adventure, Brawler, Platform",6500.0,118.0,995.0,476.0
396,744,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,2003-07-15,"BioWare, LucasArts",4.2,839.0,839.0,"Adventure, RPG",5300.0,180.0,2300.0,705.0
397,744,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,2003-07-15,"BioWare, LucasArts",4.2,839.0,839.0,"Adventure, RPG",5300.0,180.0,2300.0,705.0
398,746,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
399,746,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
400,746,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
401,764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,1996-03-09,"Square, Nintendo",4.0,832.0,832.0,"Adventure, Platform, RPG",4400.0,133.0,2300.0,858.0
402,764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,1996-03-09,"Square, Nintendo",4.0,832.0,832.0,"Adventure, Platform, RPG",4400.0,133.0,2300.0,858.0
403,774,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,2006-08-24,"Square, Square Enix",3.1,342.0,342.0,"Adventure, RPG",2600.0,59.0,891.0,290.0
404,779,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
405,779,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
406,786,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0.0,0.15,2.11,2011-04-19,"NetherRealm Studios, WB Games",3.6,468.0,468.0,Fighting,6600.0,19.0,289.0,120.0
407,791,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
408,791,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
409,791,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
410,792,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,2005-02-17,"Capcom, Capcom Production Studio 1",4.2,909.0,909.0,"Adventure, Brawler, Shooter",6100.0,116.0,1600.0,648.0
411,792,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,2005-02-17,"Capcom, Capcom Production Studio 1",4.2,909.0,909.0,"Adventure, Brawler, Shooter",6100.0,116.0,1600.0,648.0
412,800,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,2010-04-29,"Kojima Productions, Konami",3.5,498.0,498.0,"Shooter, Strategy",4000.0,68.0,1300.0,566.0
413,809,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,2010-05-11,"EA Black Box, Electronic Arts",4.0,318.0,318.0,Sport,4100.0,44.0,313.0,188.0
414,813,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
415,813,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
416,813,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
417,826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05,2005-11-17,"Chunsoft, Nintendo",3.7,273.0,273.0,"Adventure, RPG, Turn Based Strategy",3800.0,28.0,441.0,154.0
418,829,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,1993-06-02,Midway,3.6,106.0,106.0,Sport,847.0,0.0,64.0,23.0
419,836,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
420,836,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
421,836,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,1994-11-18,Rare,3.9,1300.0,1300.0,"Adventure, Platform",11000.0,186.0,1900.0,514.0
422,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
423,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,2008-10-14,"EA Redwood Shores, Electronic Arts",4.0,1200.0,1200.0,Shooter,9600.0,302.0,2700.0,1100.0
424,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
425,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,2008-10-14,"EA Redwood Shores, Electronic Arts",4.0,1200.0,1200.0,Shooter,9600.0,302.0,2700.0,1100.0
426,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
427,847,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01,2016-03-07,"Ubisoft Entertainment, Massive Entertainment",2.8,239.0,239.0,"Adventure, RPG, Shooter, Strategy, Tactical",2900.0,40.0,332.0,78.0
428,848,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
429,848,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
430,849,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0,2012-04-19,"Intelligent Systems Co., Ltd., Nintendo",3.8,1200.0,1200.0,"Adventure, RPG, Strategy",9500.0,287.0,2000.0,814.0
431,858,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98,2013-10-29,"EA Digital Illusions CE, Electronic Arts",3.5,431.0,431.0,Shooter,7100.0,72.0,506.0,124.0
432,859,Resident Evil 6,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98,2012-10-02,Capcom,2.5,888.0,888.0,"Adventure, Shooter",7800.0,189.0,1800.0,552.0
433,859,Resident Evil 6,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98,2012-10-02,Capcom,2.5,888.0,888.0,"Adventure, Shooter",7800.0,189.0,1800.0,552.0
434,864,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,2003-01-25,"Capcom, Capcom Production Studio 1",1.6,620.0,620.0,"Adventure, Brawler",6400.0,56.0,1600.0,517.0
435,867,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,2013-02-26,"Irrational Games, 2K Games",3.5,1500.0,1500.0,"Adventure, Shooter",18000.0,197.0,4100.0,949.0
436,874,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,2003-11-11,"Vicarious Visions, Universal Interactive Studios",3.1,141.0,141.0,Racing,1700.0,4.0,139.0,52.0
437,875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,2004-10-26,"Rockstar Games, Rockstar North",4.1,1500.0,1500.0,"Adventure, Racing, Shooter",19000.0,270.0,2400.0,742.0
438,887,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93,2013-10-16,"WB Games, WB Games Montréal",3.4,642.0,642.0,"Adventure, Brawler",7800.0,125.0,1700.0,632.0
439,894,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93,2008-06-19,"Namco Bandai Games, Nintendo",3.7,153.0,153.0,Sport,1800.0,4.0,133.0,81.0
440,896,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,2001-02-27,"Nintendo, Capcom",3.7,512.0,512.0,"Adventure, RPG",2800.0,60.0,1500.0,492.0
441,904,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,2000-12-07,"Nintendo, Hudson Soft",3.7,219.0,219.0,Card & Board Game,2800.0,6.0,168.0,123.0
442,905,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91,2008-09-16,"THQ Wireless, Aspyr Media",3.2,417.0,417.0,"Adventure, Brawler, RPG",7400.0,50.0,823.0,350.0
443,910,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9,2012-05-15,"Rockstar Games, Rockstar Vancouver",3.7,593.0,593.0,Shooter,5600.0,43.0,1000.0,518.0
444,924,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,2010-11-21,"Retro Studios, Nintendo",3.9,521.0,521.0,"Adventure, Platform",5300.0,67.0,1100.0,443.0
445,925,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,2001-02-27,"Nintendo, Capcom",3.7,544.0,544.0,"Adventure, RPG",3100.0,65.0,1600.0,489.0
446,934,Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,1999-11-18,Square,4.0,554.0,554.0,RPG,1700.0,60.0,1500.0,768.0
447,943,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,2020-11-12,"Bluepoint Games, Sony Interactive Entertainment",3.9,880.0,880.0,"Adventure, RPG",4100.0,403.0,2400.0,2100.0
448,943,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,2020-11-12,"Bluepoint Games, Sony Interactive Entertainment",3.9,880.0,880.0,"Adventure, RPG",4100.0,403.0,2400.0,2100.0
449,943,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,2009-02-05,"FromSoftware, Atlus",4.1,1200.0,1200.0,"Adventure, RPG",5500.0,155.0,1700.0,1200.0
450,943,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,2020-11-12,"Bluepoint Games, Sony Interactive Entertainment",3.9,880.0,880.0,"Adventure, RPG",4100.0,403.0,2400.0,2100.0
451,949,Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83,2015-11-30,"Avalanche Studios, Square Enix",3.1,269.0,269.0,Adventure,4900.0,93.0,1000.0,155.0
452,950,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,1993-08-06,"Square Enix, Square",3.3,413.0,413.0,RPG,1900.0,57.0,1300.0,511.0
453,959,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81,2014-10-14,"Tango Gameworks, Bethesda Softworks",3.4,629.0,629.0,"Adventure, Shooter",4800.0,140.0,1800.0,822.0
454,961,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,1999-02-12,"Sega, Hitmaker",3.6,425.0,425.0,"Arcade, Racing",4800.0,19.0,556.0,227.0
