Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.33,0.01,0.14,1.03,2008-11-20,"Sega, Sonic Team",3.3,728.0,728.0,"Adventure, Brawler, Platform",6500.0,118.0,995.0,476.0
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,2011-11-15,"Ubisoft Montpellier, Ubisoft Entertainment",3.8,547.0,547.0,"Adventure, Platform",6200.0,85.0,1200.0,417.0
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,2007-10-30,"Griptonite Games, Electronic Arts",3.0,200.0,200.0,Platform,3800.0,20.0,283.0,156.0
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,1996-10-25,"Eidos Interactive, Core Design",3.3,395.0,395.0,"Adventure, Platform, Puzzle, Shooter",2700.0,45.0,773.0,263.0
Rock Band 2,Wii,2008,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,2008-09-14,"MTV Games, Harmonix Music Systems",4.0,180.0,180.0,Music,2000.0,10.0,56.0,29.0
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,2011-02-22,"People Can Fly, Electronic Arts",3.2,159.0,159.0,Shooter,2300.0,6.0,299.0,125.0
Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,1.01,2014-09-20,"PlatinumGames, Nintendo",4.1,1100.0,1100.0,Brawler,6000.0,154.0,3300.0,2000.0
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01,2008-12-02,"Ubisoft Entertainment, Ubisoft Montreal",3.0,201.0,201.0,"Adventure, Platform, Puzzle",2500.0,23.0,535.0,206.0
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.46,0.01,0.09,1.01,2011-11-01,"Sonic Team, Sega",3.8,1100.0,1100.0,"Adventure, Platform",9900.0,133.0,1700.0,480.0
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01,2014-02-04,"WB Games, TT Fusion",2.8,184.0,184.0,"Adventure, Puzzle",1700.0,11.0,239.0,73.0
Rayman Legends,PS4,2014,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01,2013-08-30,"Ubisoft Montpellier, Ubisoft Entertainment",4.0,921.0,921.0,"Adventure, Platform",9800.0,177.0,2300.0,643.0
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0,2013-02-05,"Visceral Games, Electronic Arts",2.6,309.0,309.0,"Adventure, Shooter",3200.0,48.0,1000.0,388.0
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,2011-09-22,"FromSoftware, Bandai Namco Entertainment",4.3,2100.0,2100.0,"Adventure, RPG",14000.0,447.0,2500.0,1400.0
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99,2013-02-05,"Visceral Games, Electronic Arts",2.6,309.0,309.0,"Adventure, Shooter",3200.0,48.0,1000.0,388.0
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,2005-09-15,"Nintendo Australia, Capcom",4.1,1300.0,1300.0,"Adventure, Point-and-Click, Puzzle, Visual Novel",12000.0,418.0,1900.0,1000.0
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,2005-09-15,"Nintendo Australia, Capcom",4.1,1300.0,1300.0,"Adventure, Point-and-Click, Puzzle, Visual Novel",12000.0,418.0,1900.0,1000.0
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,2005-09-15,"Nintendo Australia, Capcom",4.1,1300.0,1300.0,"Adventure, Point-and-Click, Puzzle, Visual Novel",12000.0,418.0,1900.0,1000.0
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,2008-10-28,"ZeniMax Media, Bethesda Game Studios",3.4,894.0,894.0,"RPG, Shooter",12000.0,162.0,2000.0,589.0
Far Cry 3,PC,2012,Shooter,Ubisoft,0.21,0.62,0.0,0.14,0.98,2012-11-28,"Ubisoft Entertainment, Ubisoft Montreal",3.7,983.0,983.0,"Adventure, Shooter",14000.0,188.0,1900.0,660.0
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98,2010-06-10,"Nintendo, Monolith Soft",4.2,828.0,828.0,"Adventure, RPG",3900.0,142.0,1300.0,732.0
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98,2004-10-26,"Rockstar Games, Rockstar North",4.1,1500.0,1500.0,"Adventure, Racing, Shooter",19000.0,270.0,2400.0,742.0
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97,2012-03-06,"BioWare Edmonton, Electronic Arts",3.7,777.0,777.0,"Adventure, RPG, Shooter",7300.0,79.0,1500.0,482.0
Yakuza 4,PS3,2009,Action,Sega,0.15,0.14,0.63,0.05,0.97,2010-03-08,Sega,3.8,295.0,295.0,"Adventure, Brawler, RPG, Simulator, Sport",1400.0,38.0,596.0,255.0
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96,2012-11-20,"SCE Santa Monica Studio, Sony Computer Entertainment",2.4,208.0,208.0,"Fighting, Platform",2600.0,3.0,132.0,78.0
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0.0,0.09,0.96,2008-11-20,"Sega, Sonic Team",3.3,728.0,728.0,"Adventure, Brawler, Platform",6500.0,118.0,995.0,476.0
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,2011-05-17,"Atari, CD Projekt RED",3.6,181.0,181.0,"Adventure, RPG",1600.0,21.0,605.0,169.0
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,2012-10-30,"Ubisoft Entertainment, Ubisoft Montreal",3.0,707.0,707.0,"Adventure, Strategy",12000.0,72.0,1200.0,390.0
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94,2011-05-17,"Atari, CD Projekt RED",3.6,181.0,181.0,"Adventure, RPG",1600.0,21.0,605.0,169.0
Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,2009-10-29,"Nex Entertainment, Sega",3.9,1700.0,1700.0,"Brawler, Shooter",13000.0,614.0,5000.0,2300.0
Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,2009-10-29,"Nex Entertainment, Sega",3.9,1700.0,1700.0,"Brawler, Shooter",13000.0,614.0,5000.0,2300.0
Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,2009-10-29,"Nex Entertainment, Sega",3.9,1700.0,1700.0,"Brawler, Shooter",13000.0,614.0,5000.0,2300.0
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,2005-06-21,"THQ, Pandemic Studios",3.2,160.0,160.0,Adventure,2200.0,16.0,414.0,188.0
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94,2016-03-04,"Nintendo, Nintendo EPD",4.2,447.0,447.0,"Adventure, Platform, Puzzle",2500.0,91.0,956.0,503.0
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,2006-10-17,"Rockstar Vancouver, Take-Two Interactive",3.9,635.0,635.0,Adventure,6700.0,80.0,1300.0,768.0
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,2003-11-06,"Ubisoft Entertainment, Ubisoft Montreal",3.6,480.0,480.0,"Adventure, Platform",5500.0,37.0,1100.0,421.0
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93,1999-11-22,"Activision, ""Travellers Tales""",3.4,245.0,245.0,"Adventure, Platform",2300.0,26.0,262.0,117.0
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,2010-02-04,"Electronic Arts, Visceral Games",3.2,321.0,321.0,"Adventure, Brawler",2600.0,40.0,567.0,334.0
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92,2014-10-14,"Tango Gameworks, Bethesda Softworks",3.4,629.0,629.0,"Adventure, Shooter",4800.0,140.0,1800.0,822.0
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91,2007-10-30,"Griptonite Games, Electronic Arts",3.0,200.0,200.0,Platform,3800.0,20.0,283.0,156.0
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.9,2008-09-16,"THQ Wireless, Aspyr Media",3.2,417.0,417.0,"Adventure, Brawler, RPG",7400.0,50.0,823.0,350.0
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,2001-03-21,Konami,3.0,362.0,362.0,"Adventure, Platform, RPG",2100.0,62.0,742.0,272.0
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,2004-10-07,"Nintendo, Intelligent Systems Co., Ltd.",3.7,503.0,503.0,"RPG, Strategy, Tactical, Turn Based Strategy",3700.0,124.0,1200.0,395.0
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,2009-11-10,"Infinity Ward, Activision",3.8,1000.0,1000.0,Shooter,14000.0,34.0,666.0,276.0
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,2012-02-07,"38 Studios, Electronic Arts",3.2,99.0,99.0,"Brawler, RPG",1200.0,22.0,365.0,106.0
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89,2011-11-08,"Sledgehammer Games, Activision",3.2,587.0,587.0,"Adventure, Shooter, Tactical",10000.0,27.0,492.0,195.0
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,2008-04-29,"Rockstar North, Rockstar Games",3.8,1100.0,1100.0,"Adventure, Racing, Shooter",14000.0,258.0,1900.0,721.0
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,2012-01-26,"Tose, Capcom",3.2,469.0,469.0,"Adventure, Shooter",2900.0,55.0,939.0,297.0
Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,2015-11-30,"Avalanche Studios, Square Enix",3.1,269.0,269.0,Adventure,4900.0,93.0,1000.0,155.0
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,2011-09-14,Bandai Namco Entertainment,3.8,211.0,211.0,Fighting,1700.0,7.0,140.0,95.0
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,2012-02-07,"38 Studios, Electronic Arts",3.2,99.0,99.0,"Brawler, RPG",1200.0,22.0,365.0,106.0
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,2013-04-16,"NetherRealm Studios, WB Games",3.0,364.0,364.0,"Adventure, Fighting",7100.0,17.0,502.0,112.0
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,2000-02-10,"Square, (Archive) Square Product Development Division 4",4.0,503.0,503.0,"Adventure, RPG",1000.0,59.0,1600.0,889.0
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,2000-02-10,"Square, (Archive) Square Product Development Division 4",4.0,503.0,503.0,"Adventure, RPG",1000.0,59.0,1600.0,889.0
Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,1990-09-01,"Konami, Palcom",3.6,501.0,501.0,"Adventure, Platform",2400.0,36.0,606.0,217.0
Overwatch,XOne,2016,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,2016-05-24,"Blizzard Entertainment, Square Enix",3.2,957.0,957.0,"Shooter, Strategy",19000.0,436.0,411.0,214.0
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,2016-04-28,"HAL Laboratory, Nintendo",4.2,669.0,669.0,"Adventure, Platform",3600.0,82.0,1000.0,644.0
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84,2012-03-22,"Capcom, Capcom Production Studio 4",3.9,230.0,230.0,"Brawler, Platform",2200.0,152.0,1100.0,371.0
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,2004-02-09,"Nintendo R&D1, Nintendo",4.0,1200.0,1200.0,"Adventure, Platform, Shooter",7500.0,148.0,1500.0,700.0
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,1997-12-18,"Capcom USA, Capcom Production Studio 2",3.7,361.0,361.0,"Adventure, RPG, Shooter",1400.0,51.0,851.0,364.0
Street Fighter V,PS4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82,2016-02-15,Capcom,3.0,377.0,377.0,"Arcade, Fighting",5000.0,109.0,482.0,166.0
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,1987-12-17,Capcom,2.8,639.0,639.0,"Adventure, Platform",5400.0,26.0,452.0,152.0
EarthBound,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81,1994-08-27,"Nintendo, Creatures Inc.",4.2,1900.0,1900.0,"Adventure, RPG, Turn Based Strategy",9000.0,600.0,4800.0,1800.0
MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,2009-03-10,"Spike, PlatinumGames",3.5,283.0,283.0,Brawler,1100.0,19.0,683.0,441.0
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,2004-11-30,"Ubisoft Montreal, Ubisoft Entertainment",3.5,237.0,237.0,"Adventure, Fighting, Platform",2800.0,20.0,551.0,220.0
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8,2012-05-22,Capcom,3.7,210.0,210.0,"Brawler, RPG",1100.0,45.0,487.0,206.0
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8,2012-01-26,"Tose, Capcom",3.2,469.0,469.0,"Adventure, Shooter",2900.0,55.0,939.0,297.0
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.8,2010-10-26,LucasArts,2.8,242.0,242.0,"Adventure, Brawler, RPG",4100.0,18.0,597.0,268.0
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79,2012-04-24,"Telltale Games, Sony Computer Entertainment",4.0,1200.0,1200.0,"Adventure, Point-and-Click",12000.0,111.0,1100.0,467.0
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.79,2011-11-15,"Ubisoft Montpellier, Ubisoft Entertainment",3.8,547.0,547.0,"Adventure, Platform",6200.0,85.0,1200.0,417.0
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,2000-10-26,"FromSoftware, Agetec",3.6,92.0,92.0,"Adventure, RPG",278.0,18.0,232.0,119.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,2017-11-10,"Bethesda Softworks, id Software",3.9,80.0,80.0,Shooter,2300.0,37.0,393.0,150.0
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,1998-01-12,"Virgin Interactive Entertainment (Europe) Ltd., Capcom",3.7,269.0,269.0,Fighting,2000.0,8.0,143.0,100.0
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,2001-03-05,"Rare, THQ",3.6,426.0,426.0,"Adventure, Platform, Shooter",2700.0,39.0,907.0,503.0
LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.06,0.77,2012-06-19,"Feral Interactive, ""Travellers Tales""",3.5,446.0,446.0,"Adventure, Brawler, Platform",4600.0,41.0,821.0,132.0
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,2008-11-20,"Sega, Sonic Team",3.3,728.0,728.0,"Adventure, Brawler, Platform",6500.0,118.0,995.0,476.0
Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.12,0.76,2011-04-19,"NetherRealm Studios, WB Games",3.6,468.0,468.0,Fighting,6600.0,19.0,289.0,120.0
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,2000-11-30,"Capcom Production Studio 3, Capcom",3.2,334.0,334.0,"Adventure, Platform, Shooter",2200.0,11.0,450.0,126.0
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75,2008-08-07,"Namco Tales Studio, Bandai Namco Entertainment",3.9,196.0,196.0,RPG,1100.0,57.0,490.0,199.0
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75,2014-10-14,"Take-Two Interactive, Gearbox Software",2.9,375.0,375.0,"RPG, Shooter",5300.0,100.0,1900.0,238.0
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.14,0.0,0.05,0.75,2012-04-24,"Telltale Games, Sony Computer Entertainment",4.0,1200.0,1200.0,"Adventure, Point-and-Click",12000.0,111.0,1100.0,467.0
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74,2012-06-19,"Feral Interactive, ""Travellers Tales""",3.5,446.0,446.0,"Adventure, Brawler, Platform",4600.0,41.0,821.0,132.0
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,2011-03-22,"Crytek Frankfurt, Electronic Arts",3.1,180.0,180.0,"Adventure, Shooter",2900.0,10.0,411.0,155.0
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,2002-10-21,"Electronic Arts, Hypnos Entertainment",3.3,100.0,100.0,"Adventure, Brawler",1600.0,8.0,172.0,72.0
Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,2013-11-05,"Neversoft Entertainment, Activision",2.4,411.0,411.0,Shooter,6500.0,9.0,353.0,150.0
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,2004-03-18,"Namco, NOW Production",4.2,939.0,939.0,"Adventure, Puzzle",4100.0,60.0,1000.0,761.0
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,2004-03-18,"Namco, NOW Production",4.2,939.0,939.0,"Adventure, Puzzle",4100.0,60.0,1000.0,761.0
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,2005-09-21,"Activision, Beenox",3.6,300.0,300.0,Brawler,3700.0,25.0,382.0,280.0
Terraria,X360,2013,Action,505 Games,0.35,0.31,0.0,0.06,0.72,2011-05-16,"Re-Logic, Headup Games",4.0,1300.0,1300.0,"Adventure, Indie, Platform, RPG, Strategy",18000.0,673.0,2200.0,593.0
